epoch,step,test_dice,test_loss,train_loss,val_loss
66,1808,,,,0.3608205318450928
66,1808,,,0.4853282570838928,
67,1835,,,,0.4023020565509796
67,1835,,,0.516915500164032,
68,1862,,,,0.3487740457057953
68,1862,,,0.5064716935157776,
69,1889,,,,0.34781980514526367
69,1889,,,0.5102433562278748,
70,1916,,,,0.3499816656112671
70,1916,,,0.5047787427902222,
71,1943,,,,0.3699904680252075
71,1943,,,0.49433502554893494,
72,1970,,,,0.37592729926109314
72,1970,,,0.49851155281066895,
73,1997,,,,0.36862754821777344
73,1997,,,0.5012694597244263,
74,2024,,,,0.3565598428249359
74,2024,,,0.47897180914878845,
75,2051,,,,0.35567256808280945
75,2051,,,0.5101260542869568,
76,2078,,,,0.38580983877182007
76,2078,,,0.5122816562652588,
77,2105,,,,0.34301453828811646
77,2105,,,0.5140191912651062,
78,2132,,,,0.3575035333633423
78,2132,,,0.48765987157821655,
79,2159,,,,0.35467904806137085
79,2159,,,0.5058338642120361,
80,2186,,,,0.35133108496665955
80,2186,,,0.4985962510108948,
81,2213,,,,0.34459593892097473
81,2213,,,0.5092605948448181,
82,2240,,,,0.34786325693130493
82,2240,,,0.4947252869606018,
83,2267,,,,0.3452773988246918
83,2267,,,0.5006811618804932,
84,2294,,,,0.3606332838535309
84,2294,,,0.5115959048271179,
85,2321,,,,0.3450477719306946
85,2321,,,0.49101680517196655,
86,2348,,,,0.3559167981147766
86,2348,,,0.4812487065792084,
87,2375,,,,0.3436844050884247
87,2375,,,0.4841807186603546,
88,2402,,,,0.34201547503471375
88,2402,,,0.506231963634491,
89,2429,,,,0.36013758182525635
89,2429,,,0.4878082871437073,
90,2456,,,,0.3414861857891083
90,2456,,,0.5074681639671326,
91,2483,,,,0.3402867019176483
91,2483,,,0.5017924904823303,
92,2510,,,,0.35713669657707214
92,2510,,,0.48859575390815735,
93,2537,,,,0.3493969440460205
93,2537,,,0.47482696175575256,
94,2564,,,,0.35800984501838684
94,2564,,,0.5060126781463623,
95,2591,,,,0.3692086338996887
95,2591,,,0.49023500084877014,
96,2618,,,,0.34572017192840576
96,2618,,,0.5041651725769043,
97,2645,,,,0.3562447130680084
97,2645,,,0.480612576007843,
98,2672,,,,0.34073710441589355
98,2672,,,0.4994933605194092,
99,2699,,,,0.3707848787307739
99,2699,,,0.5099462270736694,
100,2726,,,,0.340906023979187
100,2726,,,0.478184312582016,
101,2753,,,,0.3459327220916748
101,2753,,,0.5062077641487122,
102,2780,,,,0.3462095558643341
102,2780,,,0.5161953568458557,
103,2807,,,,0.3477761447429657
103,2807,,,0.4754503667354584,
104,2834,,,,0.34489768743515015
104,2834,,,0.507021427154541,
105,2861,,,,0.3424631655216217
105,2861,,,0.47421586513519287,
106,2888,,,,0.3421304225921631
106,2888,,,0.484401136636734,
107,2915,,,,0.34028106927871704
107,2915,,,0.4981006383895874,
108,2942,,,,0.3421538770198822
108,2942,,,0.46132656931877136,
109,2969,,,,0.34666624665260315
109,2969,,,0.4775160253047943,
110,2970,0.648941159248352,0.4556231200695038,,
