epoch,step,train_loss,val_loss
58,1592,0.23965011537075043,
59,1619,,0.17053812742233276
59,1619,0.22126418352127075,
60,1646,,0.1669473797082901
60,1646,0.23672549426555634,
61,1673,,0.17276746034622192
61,1673,0.24063244462013245,
62,1700,,0.16966873407363892
62,1700,0.2403547614812851,
63,1727,,0.16907551884651184
63,1727,0.2315821349620819,
64,1754,,0.16713345050811768
64,1754,0.22234690189361572,
65,1781,,0.17271164059638977
65,1781,0.21700981259346008,
66,1808,,0.17069177329540253
66,1808,0.22312787175178528,
67,1835,,0.16953343152999878
67,1835,0.24009324610233307,
68,1862,,0.16825145483016968
68,1862,0.22382742166519165,
69,1889,,0.16821689903736115
69,1889,0.2172185182571411,
70,1916,,0.16786648333072662
70,1916,0.21693764626979828,
71,1943,,0.1667608767747879
71,1943,0.22314752638339996,
72,1970,,0.1652338057756424
72,1970,0.20895503461360931,
73,1997,,0.16566526889801025
73,1997,0.22193585336208344,
74,2024,,0.16437649726867676
74,2024,0.22538219392299652,
75,2051,,0.16489753127098083
75,2051,0.2197643369436264,
76,2078,,0.16518525779247284
76,2078,0.21882645785808563,
77,2105,,0.166000097990036
77,2105,0.2169324904680252,
78,2132,,0.16602975130081177
78,2132,0.2214435338973999,
79,2159,,0.16478560864925385
79,2159,0.21659225225448608,
80,2186,,0.1646946221590042
80,2186,0.21052637696266174,
81,2213,,0.1657799631357193
81,2213,0.23771609365940094,
82,2240,,0.1653437316417694
82,2240,0.210765078663826,
83,2267,,0.16499392688274384
83,2267,0.21804000437259674,
84,2294,,0.16530799865722656
84,2294,0.2205905020236969,
85,2321,,0.16569101810455322
85,2321,0.21024833619594574,
86,2348,,0.1650286167860031
86,2348,0.21124772727489471,
87,2375,,0.16544660925865173
87,2375,0.20065937936306,
88,2402,,0.16514986753463745
88,2402,0.21001489460468292,
89,2429,,0.16524340212345123
89,2429,0.2269064038991928,
90,2456,,0.1653909683227539
90,2456,0.21907274425029755,
91,2483,,0.16450291872024536
91,2483,0.2223588228225708,
92,2510,,0.1645900309085846
92,2510,0.2302892953157425,
93,2537,,0.16513526439666748
93,2537,0.2267669439315796,
94,2564,,0.16500037908554077
94,2564,0.21767644584178925,
95,2591,,0.1649048924446106
95,2591,0.23617368936538696,
96,2618,,0.16471455991268158
96,2618,0.2117057740688324,
97,2645,,0.16480675339698792
97,2645,0.21635021269321442,
98,2672,,0.16525718569755554
98,2672,0.22430849075317383,
99,2699,,0.16570515930652618
99,2699,0.21693499386310577,
100,2726,,0.16497641801834106
100,2726,0.23260702192783356,
101,2753,,0.16539737582206726
101,2753,0.2371571809053421,
102,2780,,0.16574862599372864
102,2780,0.22729675471782684,
103,2807,,0.16503672301769257
103,2807,0.23924238979816437,
104,2834,,0.1654520332813263
104,2834,0.24907554686069489,
105,2861,,0.16509979963302612
105,2861,0.20317725837230682,
106,2888,,0.16498297452926636
106,2888,0.22172878682613373,
107,2915,,0.16534143686294556
107,2915,0.20707805454730988,
108,2942,,0.16544227302074432
108,2942,0.23260419070720673,
109,2969,,0.1655598282814026
109,2969,0.23089180886745453,
110,2996,,0.16492757201194763
110,2996,0.22128528356552124,
111,3023,,0.16461102664470673
111,3023,0.21389971673488617,
112,3050,,0.1644016057252884
112,3050,0.2186051458120346,
113,3077,,0.1648828089237213
113,3077,0.23306173086166382,
114,3104,,0.16495034098625183
114,3104,0.2243267446756363,
115,3131,,0.16485027968883514
115,3131,0.2252493053674698,
116,3158,,0.16441848874092102
116,3158,0.2030530571937561,
117,3185,,0.16546477377414703
117,3185,0.223032608628273,
118,3212,,0.1651495397090912
118,3212,0.22120167315006256,
119,3239,,0.16470369696617126
119,3239,0.22612445056438446,
120,3266,,0.16464945673942566
120,3266,0.21694596111774445,
121,3293,,0.16502442955970764
121,3293,0.2182648628950119,
122,3320,,0.16446642577648163
122,3320,0.22746531665325165,
123,3347,,0.16539911925792694
123,3347,0.23099565505981445,
124,3374,,0.16441799700260162
124,3374,0.2196260392665863,
125,3401,,0.16527961194515228
125,3401,0.22500984370708466,
126,3428,,0.16541442275047302
126,3428,0.22519639134407043,
127,3455,,0.1650163233280182
127,3455,0.2168349176645279,
128,3482,,0.16443470120429993
128,3482,0.21943610906600952,
129,3509,,0.16478867828845978
129,3509,0.2192866951227188,
