epoch,step,train_loss,val_loss
70,1916,,0.13080890476703644
70,1916,0.19126494228839874,
71,1943,,0.13538336753845215
71,1943,0.20629268884658813,
72,1970,,0.13316939771175385
72,1970,0.19229243695735931,
73,1997,,0.1382417529821396
73,1997,0.1954406052827835,
74,2024,,0.1304626762866974
74,2024,0.18589040637016296,
75,2051,,0.13390928506851196
75,2051,0.18235132098197937,
76,2078,,0.13203755021095276
76,2078,0.18625421822071075,
77,2105,,0.13001787662506104
77,2105,0.1813027262687683,
78,2132,,0.1292850375175476
78,2132,0.18861721456050873,
79,2159,,0.13288412988185883
79,2159,0.19362413883209229,
80,2186,,0.13297604024410248
80,2186,0.1854913830757141,
81,2213,,0.1334911435842514
81,2213,0.19846709072589874,
82,2240,,0.13276349008083344
82,2240,0.18880480527877808,
83,2267,,0.13232363760471344
83,2267,0.1884864866733551,
84,2294,,0.13134053349494934
84,2294,0.18182235956192017,
85,2321,,0.13035061955451965
85,2321,0.19905230402946472,
86,2348,,0.13016358017921448
86,2348,0.1912325918674469,
87,2375,,0.12917256355285645
87,2375,0.1908409297466278,
88,2402,,0.1302831619977951
88,2402,0.18799355626106262,
89,2429,,0.12847627699375153
89,2429,0.18185369670391083,
90,2456,,0.12897458672523499
90,2456,0.1923072636127472,
91,2483,,0.1281053125858307
91,2483,0.190940722823143,
92,2510,,0.1283000409603119
92,2510,0.1705174595117569,
93,2537,,0.12924428284168243
93,2537,0.19839493930339813,
94,2564,,0.12906964123249054
94,2564,0.18770435452461243,
95,2591,,0.13031618297100067
95,2591,0.18449710309505463,
96,2618,,0.12914767861366272
96,2618,0.1800578236579895,
97,2645,,0.12886019051074982
97,2645,0.1769687831401825,
98,2672,,0.12897127866744995
98,2672,0.2051016092300415,
99,2699,,0.12899313867092133
99,2699,0.1932523101568222,
